Engagements,NBA_Follower_Count,Created,Type,Description,Len_Desc,Tagged_Count,DayOfWeek,playOffDate,month,hour,timeOfDay,propOfSpecialTexts,shoutouts,teamTagged,otherTagged,top3Tagged,bottom3Tagged,hashtags,hasHashtag,monthDateYear,postsInThatDay
449707,32024140,2018-11-10 05:58:29,Album,Swipe through to recap Fridays NBA action!,43,0,Saturday,0,11,5,Night,0.0,[],0,0,0,0,[],False,2018-11-10,22
635394,32024140,2018-11-10 04:36:33,Video,@carislevert floats home the @brooklynnets winner in Denver!,60,2,Saturday,0,11,4,Night,0.25,"['@carislevert ', '@brooklynnets ']",1,1,0,0,[],False,2018-11-10,22
756593,32024140,2018-11-10 04:29:04,Video,?? Jokic with the swat and dime late for the @nuggets!,54,1,Saturday,0,11,4,Night,0.18181818181818182,[],0,0,0,0,[],False,2018-11-10,22
696541,32024140,2018-11-10 04:18:11,Video,@karltowns with the quick adjustment before the triple!,55,1,Saturday,0,11,4,Night,0.125,['@karltowns '],0,1,0,0,[],False,2018-11-10,22
696541,32024140,2018-11-10 03:58:23,Video,"@sdinwiddie_2508 from halfcourt, swish!",39,1,Saturday,0,11,3,Night,0.25,['@sdinwiddie_2508 '],0,1,0,0,[],False,2018-11-10,22
272826,32024140,2018-11-10 03:18:47,Album,"The @sixers, @miamiheat, @atlhawks & @utahjazz debuted their 2018-19 #NIKExNBA City Edition unis tonight! (TAP to SHOP)",119,4,Saturday,0,11,3,Night,0.29411764705882354,"['@atlhawks ', '@utahjazz ']",1,0,0,0,['#NIKExNBA '],True,2018-11-10,22
532482,32024140,2018-11-10 02:34:26,Video,DUNK OF THE SEASON? #2WayPlayer @devinrob1nson submits his application for #NBAGLeague SLAM of the year ?? @gatorsmbk ?? @capitalcitygogo ?? @washwizards (repost @nbagleague),174,5,Saturday,0,11,2,Night,0.43478260869565216,"['@devinrob1nson ', '@gatorsmbk ', '@capitalcitygogo ', '@washwizards ']",1,1,0,0,"['#2WayPlayer ', '#NBAGLeague ']",True,2018-11-10,22
696541,32024140,2018-11-10 02:25:09,Video,"The spin, up & under by @blakegriffin23!",40,1,Saturday,0,11,2,Night,0.14285714285714285,[],0,0,0,0,[],False,2018-11-10,22
579615,32024140,2018-11-10 02:01:22,Video,@gordonhayward works on his midrange game prior to tonights @celtics action! 9:30pm/?et @nbaonespn,99,3,Saturday,0,11,2,Night,0.23076923076923078,"['@gordonhayward ', '@celtics ']",1,1,0,0,[],False,2018-11-10,22
696541,32024140,2018-11-10 01:44:36,Video,"Nice hustle, @markellefultz!",28,1,Saturday,0,11,1,Night,0.3333333333333333,[],0,0,0,0,[],False,2018-11-10,22
330331,32024140,2018-11-10 01:13:37,Photo,@bensimmons & the @sixers debut their new #NIKExNBA City Edition uni!,69,2,Saturday,0,11,1,Night,0.2727272727272727,"['@bensimmons ', '@sixers ']",1,1,0,0,['#NIKExNBA '],True,2018-11-10,22
690175,32024140,2018-11-10 01:08:02,Video,?? @tjmcconnell on the money to @bensimmons!,44,2,Saturday,0,11,1,Night,0.42857142857142855,['@tjmcconnell '],0,1,0,0,[],False,2018-11-10,22
696541,32024140,2018-11-10 00:58:26,Video,@andredrummondd the defender or disher??,40,1,Saturday,0,11,0,Night,0.4,['@andredrummondd '],0,1,0,0,[],False,2018-11-10,22
275016,32024140,2018-11-10 00:53:54,Photo,?? ?? @michaelbjordan x @tessamaethompson checking out @sixers vs. @hornets action! #NBACelebRow,96,4,Saturday,0,11,0,Night,0.5833333333333334,"['@michaelbjordan ', '@tessamaethompson ', '@sixers ', '@hornets ']",1,1,0,0,[],False,2018-11-10,22
488463,32024140,2018-11-09 23:26:54,Video,"No.2 in the NBA in both scoring (28.1 PPG) and 3PM per game (4.2), @_kw15 gets loose for @hornets @nbatv action in Philly vs. @sixers!",134,4,Friday,0,11,23,Evening,0.16,"['@_kw15 ', '@hornets ', '@nbatv ']",1,1,0,0,[],False,2018-11-09,10
530576,32024140,2018-11-09 22:20:17,Video,HIGH-FLYING ??... the BEST career dunks from @jaytatum0 & @spidadmitchell ahead of @celtics/@utahjazz action on ESPN (9:30pm/et)!,129,4,Friday,0,11,22,Evening,0.23529411764705882,"['@jaytatum0 ', '@spidadmitchell ', '@utahjazz ']",1,1,0,0,[],False,2018-11-09,10
348534,32024140,2018-11-09 17:33:23,Album,?? the #NBARooks STAT LEADERS through last nights action ....any surprises?,76,0,Friday,0,11,17,Afternoon,0.18181818181818182,[],0,0,0,0,['#NBARooks '],True,2018-11-09,10
723842,32024140,2018-11-09 14:30:24,Video,"Inspired by the culture-shaping musicians, artists, and visionaries who define the fabric of a community, #NIKExNBA City Edition jerseys tell the stories of the fearless collectives that have their teams back.  City Edition jerseys for all 30 teams... available now at NBAStore.com! WHICH IS YOUR FAVE?",303,0,Friday,0,11,14,Afternoon,0.02127659574468085,[],0,0,0,0,['#NIKExNBA '],True,2018-11-09,10
346419,31999929,2018-11-09 06:01:30,Album,"The @bucks, @okcthunder, @celtics & @trailblazers each win on Thursday night!",77,4,Friday,0,11,6,Morning,0.36363636363636365,"['@celtics ', '@trailblazers ']",1,0,0,0,[],False,2018-11-09,10
696554,31999929,2018-11-09 04:56:50,Video,@shai hesitates baseline for the SLAM!,38,1,Friday,0,11,4,Night,0.16666666666666666,['@shai '],0,1,0,0,[],False,2018-11-09,10
635406,31999929,2018-11-09 04:54:24,Video,@giannis_an34 with the SWAT @nbaontnt!,38,2,Friday,0,11,4,Night,0.4,['@giannis_an34 '],0,1,0,0,[],False,2018-11-09,10
848112,31999929,2018-11-09 04:53:04,Video,@kyrieirving puts up 39 to lead the @celtics 22-point comeback!,63,2,Friday,0,11,4,Night,0.2,"['@kyrieirving ', '@celtics ']",1,1,1,0,[],False,2018-11-09,10
635406,31999929,2018-11-09 04:32:56,Video,"Once down 22, the @celtics force OT with this @foestar13 triple!",64,2,Friday,0,11,4,Night,0.18181818181818182,"['@celtics ', '@foestar13 ']",1,1,0,0,[],False,2018-11-09,10
769814,31999929,2018-11-09 02:35:27,Video,The brotherhood... #ThisIsWhyWePlay,35,0,Friday,0,11,2,Night,0.3333333333333333,[],0,0,0,0,[],False,2018-11-09,10
509301,31999929,2018-11-08 22:50:55,Video,@giannis_an34 & @easymoneysniper take centerstage in @bucks/@warriors 10:30pm/et @nbaontnt!,91,5,Thursday,0,11,22,Evening,0.4444444444444444,"['@giannis_an34 ', '@easymoneysniper ', '@warriors ']",1,1,0,0,[],False,2018-11-08,18
637620,31999929,2018-11-08 20:30:25,Video,"Any given night, you can see something very special! (??:@bronzewhale|@unitedmasters)",85,2,Thursday,0,11,20,Evening,0.1,[],0,0,0,0,[],False,2018-11-08,18
580949,31999929,2018-11-08 18:18:50,Video,"@stephencurry30, @blakegriffin23, Derrick Rose & @klaythompson... we showcase the seasons early #GameChangers!",111,3,Thursday,0,11,18,Evening,0.3333333333333333,[],0,0,0,0,[],False,2018-11-08,18
648982,31999929,2018-11-08 15:16:23,Video,Its not over til its over! ?? Some of the clutch shots to start the season! (??:@aarontaos|@unitedmasters),109,2,Thursday,0,11,15,Afternoon,0.11764705882352941,[],0,0,0,0,[],False,2018-11-08,18
434431,31999929,2018-11-08 06:42:38,Album,Swipe through to recap Wednesdays 10 games!,44,0,Thursday,0,11,6,Morning,0.0,[],0,0,0,0,[],False,2018-11-08,18
290218,31999929,2018-11-08 06:31:17,Photo,?? monster numbers by @hassanwhiteside for the @miamiheat!,58,2,Thursday,0,11,6,Morning,0.375,['@hassanwhiteside '],0,1,0,0,[],False,2018-11-08,18
769828,31976732,2018-11-08 04:09:56,Video,#HeadbandBron rises UP for the SLAM!,36,0,Thursday,0,11,4,Night,0.16666666666666666,[],0,0,0,0,['#HeadbandBron '],True,2018-11-08,18
696566,31976732,2018-11-08 04:02:42,Video,@karltowns comes in for the SWAT!,33,1,Thursday,0,11,4,Night,0.16666666666666666,['@karltowns '],0,1,0,0,[],False,2018-11-08,18
391372,31976732,2018-11-08 03:21:29,Photo,#HeadbandBron back!,19,0,Thursday,0,11,3,Night,0.5,[],0,0,0,0,['#HeadbandBron '],True,2018-11-08,18
696566,31976732,2018-11-08 03:18:42,Video,@spidadmitchell punishes the rim!!,34,1,Thursday,0,11,3,Night,0.25,['@spidadmitchell '],0,1,0,0,[],False,2018-11-08,18
635417,31976732,2018-11-08 03:05:08,Video,@traeyoung spins for the @atlhawks bucket!,42,2,Thursday,0,11,3,Night,0.3333333333333333,"['@traeyoung ', '@atlhawks ']",1,1,0,0,[],False,2018-11-08,18
690200,31976732,2018-11-08 03:02:02,Video,?? @dsabonis11 rocks the rim for the @pacers! ??,48,2,Thursday,0,11,3,Night,0.4444444444444444,['@dsabonis11 '],0,1,0,0,[],False,2018-11-08,18
756621,31976732,2018-11-08 02:15:03,Video,?? @youngheirgordon rises up with the Mailman tribute! ??,57,1,Thursday,0,11,2,Night,0.3333333333333333,['@youngheirgordon '],0,1,0,0,[],False,2018-11-08,18
690200,31976732,2018-11-08 01:51:29,Video,????????????????????????????????Protecting the paint... @hassanwhiteside SWATS EIGHT SHOTS in the first half for the @miamiheat!,128,2,Thursday,0,11,1,Night,0.21428571428571427,['@hassanwhiteside '],0,1,0,0,[],False,2018-11-08,18
756621,31976732,2018-11-08 01:18:26,Video,"?? Not bad, @joelembiid!",24,1,Thursday,0,11,1,Night,0.5,[],0,0,0,0,[],False,2018-11-08,18
650521,31976732,2018-11-08 01:14:18,Video,@jimmybutler & @kingjames arrive for tonights @timberwolves/@lakers action @espn!,82,5,Thursday,0,11,1,Night,0.4444444444444444,"['@jimmybutler ', '@kingjames ', '@lakers ']",1,1,1,0,[],False,2018-11-08,18
635417,31976732,2018-11-08 00:49:34,Video,@andredrummondd beats the buzzer with the @detroitpistons triple!,65,2,Thursday,0,11,0,Night,0.25,"['@andredrummondd ', '@detroitpistons ']",1,1,0,0,[],False,2018-11-08,18
323241,31976732,2018-11-08 00:24:45,Photo,#GameChanger @vicoladipo dressed to impress rocking @expressmen for game day in Indiana!,88,2,Thursday,0,11,0,Night,0.25,"['@vicoladipo ', '@expressmen ']",0,1,0,0,['#GameChanger '],True,2018-11-08,18
535489,31976732,2018-11-07 23:33:25,Video,"Averaging 23 PPG for the season, Week 3 Eastern Conference Player of the Week @vicoladipo prepares for tonights @pacers game vs. @sixers!",138,3,Wednesday,0,11,23,Evening,0.13636363636363635,"['@vicoladipo ', '@pacers ']",1,1,0,0,[],False,2018-11-07,11
581656,31976732,2018-11-07 22:46:29,Video,"Ahead of tonights @pacers action, we showcase @vicoladipo on the defensive end! ...
??:Sixers/Pacers
?:8:00pm/et ??:@nbaonespn",127,3,Wednesday,0,11,22,Evening,0.2857142857142857,"['@pacers ', '@vicoladipo ']",1,1,0,0,[],False,2018-11-07,11
586401,31976732,2018-11-07 19:07:29,Video,"?? the @lakers move the ball for the @kuz SLAM! #NBABreakdown
...
??:Timberwolves/Lakers
?:10:30pm/et ??:@nbaonespn",115,3,Wednesday,0,11,19,Evening,0.4166666666666667,"['@lakers ', '@kuz ']",1,1,0,0,[],False,2018-11-07,11
654287,31976732,2018-11-07 16:13:30,Video,"?? the @sixers on both ends! #NBABreakdown
...
??:Sixers/Pacers
?:8:00pm/et ??:@nbaonespn",89,2,Wednesday,0,11,16,Afternoon,0.5,['@sixers '],1,0,0,0,[],False,2018-11-07,11
651994,31976732,2018-11-07 07:35:28,Video,"@3jmccollum puts up 40, including 19 in the 3rd, to lead the @trailblazers!",75,2,Wednesday,0,11,7,Morning,0.15384615384615385,['@3jmccollum '],0,1,0,0,[],False,2018-11-07,11
272985,31953291,2018-11-07 05:31:51,Album,"The @trailblazers, @hornets, @brooklynnets & @dallasmavs are each victorious in Tuesdays action!",97,4,Wednesday,0,11,5,Night,0.3333333333333333,"['@brooklynnets ', '@dallasmavs ']",1,0,0,0,[],False,2018-11-07,11
714751,31953291,2018-11-07 05:01:16,Video,@3jmccollum with the moves!,27,1,Wednesday,0,11,5,Night,0.25,['@3jmccollum '],0,1,0,0,[],False,2018-11-07,11
756634,31953291,2018-11-07 04:01:32,Video,?? @desmith4 ??,15,1,Wednesday,0,11,4,Night,1.0,['@desmith4 '],0,1,0,0,[],False,2018-11-07,11
696579,31953291,2018-11-07 02:52:15,Video,@johnwall.. behind his back!,28,1,Wednesday,0,11,2,Night,0.25,[],0,0,0,0,[],False,2018-11-07,11
763614,31953291,2018-11-07 00:50:19,Video,Vince Carter spins off the post for the SLAM!,45,0,Wednesday,0,11,0,Night,0.0,[],0,0,0,0,[],False,2018-11-07,11
696579,31953291,2018-11-07 00:45:48,Video,Look out below.. @milesbridges punishes the rim!,48,1,Wednesday,0,11,0,Night,0.14285714285714285,['@milesbridges '],0,1,0,0,[],False,2018-11-07,11
786290,31953291,2018-11-06 17:22:40,Video,?????????????????? ....whats the best way to celebrate? #ThisIsWhyWePlay,73,0,Tuesday,0,11,17,Afternoon,0.25,[],0,0,0,0,[],False,2018-11-06,13
423623,31923970,2018-11-06 06:34:53,Album,Swipe through to recap Mondays nine-game night!,48,0,Tuesday,0,11,6,Morning,0.0,[],0,0,0,0,[],False,2018-11-06,13
789940,31923970,2018-11-06 06:00:35,Video,Dedication... what do you think??? #ThisIsWhyWePlay,51,0,Tuesday,0,11,6,Morning,0.3333333333333333,[],0,0,0,0,[],False,2018-11-06,13
801983,31923970,2018-11-06 05:30:17,Video,@stephencurry30 protects the paint for the @warriors!,53,2,Tuesday,0,11,5,Night,0.2857142857142857,['@stephencurry30 '],0,1,1,0,[],False,2018-11-06,13
635440,31923970,2018-11-06 04:37:30,Video,@milosteodosic4 threads the needle to @trezz24!,47,2,Tuesday,0,11,4,Night,0.3333333333333333,['@milosteodosic4 '],0,1,0,0,[],False,2018-11-06,13
635440,31923970,2018-11-06 04:28:14,Video,"@jmglitxh27 caught fire in the 4th, scoring 19 of his career-high 48, for the @nuggets!",87,2,Tuesday,0,11,4,Night,0.13333333333333333,['@jmglitxh27 '],0,1,0,0,[],False,2018-11-06,13
708002,31923970,2018-11-06 03:56:27,Video,#OneLastDance x #ThisIsWhyWePlay (repost @miamiheat),52,1,Tuesday,0,11,3,Night,0.6,[],0,0,0,0,"['#OneLastDance ', '#ThisIsWhyWePlay ']",True,2018-11-06,13
763628,31923970,2018-11-06 03:27:39,Video,The pregame vibe!,17,0,Tuesday,0,11,3,Night,0.0,[],0,0,0,0,[],False,2018-11-06,13
696592,31923970,2018-11-06 02:58:55,Video,The @celtics move the ball!,27,1,Tuesday,0,11,2,Night,0.2,['@celtics '],1,0,0,0,[],False,2018-11-06,13
645849,31923970,2018-11-06 02:25:10,Video,@evanfournier10 beats the buzzer for the @orlandomagic win!! #TissotBuzzerBeater #ThisIsYourTime,96,2,Tuesday,0,11,2,Night,0.4,"['@evanfournier10 ', '@orlandomagic ']",1,1,0,0,['#TissotBuzzerBeater '],True,2018-11-06,13
830032,31923970,2018-11-06 01:23:10,Video,??? @jharden13 ???,18,1,Tuesday,0,11,1,Night,1.0,['@jharden13 '],0,1,0,0,[],False,2018-11-06,13
635440,31923970,2018-11-06 00:58:06,Video,@iso_zo with the denial for the @nyknicks!,42,2,Tuesday,0,11,0,Night,0.2857142857142857,['@iso_zo '],0,1,0,0,[],False,2018-11-06,13
697069,31923970,2018-11-06 00:29:56,Video,@jharden13 steps back for the @houstonrockets triple!,53,2,Tuesday,0,11,0,Night,0.2857142857142857,"['@jharden13 ', '@houstonrockets ']",1,1,0,0,[],False,2018-11-06,13
649230,31923970,2018-11-05 22:14:40,Video,@traeyoung or @jharden13... who had your favorite assist of the week?? #StateFarmAssists,88,2,Monday,0,11,22,Evening,0.3333333333333333,['@traeyoung '],0,1,0,0,[],False,2018-11-05,10
372771,31923970,2018-11-05 16:45:47,Album,The NBA STAT LEADERS through Week 3 of the 2018-19 season! ....any surprises?,77,0,Monday,0,11,16,Afternoon,0.0,[],0,0,0,0,[],False,2018-11-05,10
417559,31902987,2018-11-05 05:51:04,Album,14 teams in action on Sunday!,29,0,Monday,0,11,5,Night,0.0,[],0,0,0,0,[],False,2018-11-05,10
851118,31902987,2018-11-05 05:00:33,Video,How many ??s can you name?!,28,0,Monday,0,11,5,Night,0.16666666666666666,[],0,0,0,0,[],False,2018-11-05,10
745868,31902987,2018-11-05 03:53:11,Video,The handles by @omricasspi18!,29,1,Monday,0,11,3,Night,0.25,[],0,0,0,0,[],False,2018-11-05,10
810173,31902987,2018-11-05 03:36:16,Video,?? @dbook (25p/7r) jumper FTW! ??,33,1,Monday,0,11,3,Night,0.5,['@dbook '],0,1,0,0,[],False,2018-11-05,10
816781,31902987,2018-11-05 03:18:04,Video,?? @kyle_lowry7 dished out 9 AST in the first quarter! #WeTheNorth,66,1,Monday,0,11,3,Night,0.2727272727272727,['@kyle_lowry7 '],0,1,0,0,[],False,2018-11-05,10
817646,31902987,2018-11-05 03:12:08,Video,Jamal Crawford beats the buzzer from way out!,45,0,Monday,0,11,3,Night,0.0,[],0,0,0,0,[],False,2018-11-05,10
345480,31902987,2018-11-05 02:51:06,Album,?? DENZEL x @obj ?? in Los Angeles for @raptors/@lakers on NBA League Pass! #NBACelebRow,88,3,Monday,0,11,2,Night,0.3333333333333333,"['@obj ', '@lakers ']",1,1,0,0,[],False,2018-11-05,10
745868,31902987,2018-11-05 00:27:55,Video,@demar_derozan takes FLIGHT!,28,1,Monday,0,11,0,Night,0.3333333333333333,['@demar_derozan '],0,1,0,0,[],False,2018-11-05,10
477137,31902987,2018-11-04 23:41:44,Video,Representing @kobebryant & @shaq... @kuz & @jhart arrive for tonights @lakers action!,86,5,Sunday,0,11,23,Evening,0.4166666666666667,"['@kobebryant ', '@kuz ', '@jhart ', '@lakers ']",1,1,0,0,[],False,2018-11-04,15
688331,31902987,2018-11-04 23:01:43,Video,"@bucks improve to 8-1 behind @giannis_an34s 26 PTS, 15 REB & 11 AST! #FearTheDeer ????",87,2,Sunday,0,11,23,Evening,0.26666666666666666,['@bucks '],1,0,0,0,['#FearTheDeer '],True,2018-11-04,15
689060,31902987,2018-11-04 22:20:32,Video,@giannis_an34 dunking everything on NBA League Pass!,52,1,Sunday,0,11,22,Evening,0.14285714285714285,['@giannis_an34 '],0,1,0,0,[],False,2018-11-04,15
820496,31902987,2018-11-04 21:44:33,Video,Inflatable Bango with the moves! ??,35,0,Sunday,0,11,21,Evening,0.16666666666666666,[],0,0,0,0,[],False,2018-11-04,15
748467,31902987,2018-11-04 21:07:06,Video,@giannis_an34 sends it away! ??,31,1,Sunday,0,11,21,Evening,0.4,['@giannis_an34 '],0,1,0,0,[],False,2018-11-04,15
628570,31902987,2018-11-04 20:35:23,Video,6-3 & on a 5-game win streak... the @sacramentokings take on the 7-1 @bucks NOW on NBA? ?League Pass!,101,2,Sunday,0,11,20,Evening,0.10526315789473684,"['@sacramentokings ', '@bucks ']",1,0,0,0,[],False,2018-11-04,15
572784,31902987,2018-11-04 18:41:51,Video,"The @nbagleague is back! GOOD LOYD, WHEELS UP! ???? @mrjloyd @raptors905 ?? @raptors #2WayPlayer",98,4,Sunday,0,11,18,Evening,0.5,"['@nbagleague ', '@mrjloyd ', '@raptors905 ', '@raptors ']",1,1,0,0,[],False,2018-11-04,15
417131,31876549,2018-11-04 05:29:08,Album,Swipe through to recap Saturdays action!,41,0,Sunday,0,11,5,Night,0.0,[],0,0,0,0,[],False,2018-11-04,15
771583,31876549,2018-11-04 04:37:25,Video,The brotherhood... Vince Carter & @dwyanewade exchange jerseys. #ThisIsWhyWePlay,80,1,Sunday,0,11,4,Night,0.2222222222222222,['@dwyanewade '],0,1,0,0,[],False,2018-11-04,15
831324,31876549,2018-11-04 04:16:00,Video,@1ngram4 with the left! ??,26,1,Sunday,0,11,4,Night,0.4,['@1ngram4 '],0,1,0,0,[],False,2018-11-04,15
685953,31876549,2018-11-04 02:04:22,Video,@traeyoung drops 24 PTS & a career-high 15 AST in the @atlhawks win! #TrueToAtlanta,83,2,Sunday,0,11,2,Night,0.21428571428571427,"['@traeyoung ', '@atlhawks ']",1,1,0,0,[],False,2018-11-04,15
824331,31876549,2018-11-04 01:49:11,Video,Vintage Vince! #TrueToAtlanta,29,0,Sunday,0,11,1,Night,0.3333333333333333,[],0,0,0,0,[],False,2018-11-04,15
680404,31876549,2018-11-04 01:30:38,Video,@vicoladipos (24p/12r) CLUTCH three-pointer wins it for the @pacers!,69,2,Sunday,0,11,1,Night,0.2222222222222222,[],0,0,0,0,[],False,2018-11-04,15
680404,31876549,2018-11-04 00:58:42,Video,@rekehavoc1 creates off the bounce on @nbatv!,45,2,Sunday,0,11,0,Night,0.2857142857142857,['@rekehavoc1 '],0,1,0,0,[],False,2018-11-04,15
888764,31876549,2018-11-04 00:54:41,Video,?? @jharden13 finds the angle!,30,1,Sunday,0,11,0,Night,0.4,['@jharden13 '],0,1,0,0,[],False,2018-11-04,15
824895,31876549,2018-11-03 23:22:05,Video,Young Harden meets @jharden13! #ThisIsWhyWePlay,47,1,Saturday,0,11,23,Evening,0.4,[],0,0,0,0,[],False,2018-11-03,16
573401,31876549,2018-11-03 21:11:51,Video,One of the leagues TOP scorers... @zachlavine8 (27.2 PPG) & the @chicagobulls host the @houstonrockets tonight on NBA League Pass (8pm/et)!,140,3,Saturday,0,11,21,Evening,0.14285714285714285,"['@zachlavine8 ', '@chicagobulls ', '@houstonrockets ']",1,1,0,0,[],False,2018-11-03,16
754586,31876549,2018-11-03 20:14:07,Video,"@joelembiid last two games combined: 80 PTS, 30 REB, 6 BLK #HereTheyCome ??",75,1,Saturday,0,11,20,Evening,0.23076923076923078,['@joelembiid '],0,1,0,0,['#HereTheyCome '],True,2018-11-03,16
628582,31876549,2018-11-03 19:37:36,Video,@sixers fans having fun this afternoon! (repost @sixers),56,2,Saturday,0,11,19,Evening,0.25,['@sixers '],1,0,0,0,[],False,2018-11-03,16
635475,31847136,2018-11-03 03:19:13,Video,@money23green lobs it up to @dameology for the big finish on ESPN!,66,2,Saturday,0,11,3,Night,0.16666666666666666,"['@money23green ', '@dameology ']",0,1,0,0,[],False,2018-11-03,16
690262,31847136,2018-11-03 03:10:40,Video,"???? @cp3 puts up 32 PTS, 7 REB & 11 AST in the @houstonrockets W!",66,2,Saturday,0,11,3,Night,0.2,"['@cp3 ', '@houstonrockets ']",1,1,0,0,[],False,2018-11-03,16
635475,31847136,2018-11-03 02:38:48,Video,A timely jumper from @darrencollison_ clinches it for the @pacers!,66,2,Saturday,0,11,2,Night,0.2,['@darrencollison_ '],0,1,0,0,[],False,2018-11-03,16
696629,31847136,2018-11-03 01:55:57,Video,@vicoladipo crosses over and finishes with the left in traffic!,63,1,Saturday,0,11,1,Night,0.1,['@vicoladipo '],0,1,0,0,[],False,2018-11-03,16
718834,31847136,2018-11-03 01:47:22,Video,NBA leading scorer @stephencurry30 (33 PPG) takes the floor ahead of @warriors / @timberwolves ESPN action (10:30pm/et)! #DubNation,131,3,Saturday,0,11,1,Night,0.2222222222222222,"['@stephencurry30 ', '@warriors ', '@timberwolves ']",1,1,1,0,[],False,2018-11-03,16
635475,31847136,2018-11-03 01:31:01,Video,@graysonjallen gets up top for the @utahjazz SLAM!,50,2,Saturday,0,11,1,Night,0.25,"['@graysonjallen ', '@utahjazz ']",1,1,0,0,[],False,2018-11-03,16
696629,31847136,2018-11-03 01:12:45,Video,The steal. The SLAM. @russwest44 rocks the rim on ESPN!,55,1,Saturday,0,11,1,Night,0.1,['@russwest44 '],0,1,0,0,[],False,2018-11-03,16
635475,31847136,2018-11-03 00:53:18,Video,@lukadoncic threads the needle to @deandre in Dallas!,53,2,Saturday,0,11,0,Night,0.25,"['@lukadoncic ', '@deandre ']",0,1,0,0,[],False,2018-11-03,16
756689,31847136,2018-11-03 00:40:05,Video,?? @cp3 bringing out all the moves in Brooklyn!,47,1,Saturday,0,11,0,Night,0.2222222222222222,['@cp3 '],0,1,0,0,[],False,2018-11-03,16
696629,31847136,2018-11-03 00:24:52,Video,@shai gets creative in the open floor!,38,1,Saturday,0,11,0,Night,0.14285714285714285,['@shai '],0,1,0,0,[],False,2018-11-03,16
696629,31847136,2018-11-03 00:06:57,Video,Step. Cross. @carislevert through the lane!,43,1,Saturday,0,11,0,Night,0.16666666666666666,['@carislevert '],0,1,0,0,[],False,2018-11-03,16
528800,31847136,2018-11-03 00:00:18,Video,@russwest44 mood. Watch @okcthunder vs. @washwizards on @nbaonespn!,67,4,Saturday,0,11,0,Night,0.5,"['@russwest44 ', '@okcthunder ', '@washwizards ']",1,1,0,1,[],False,2018-11-03,16
600886,31847136,2018-11-02 19:10:34,Video,Two of the most ELECTRIFYING with the basketball... @stephencurry30 & the @warriors take on Derrick Rose & the @timberwolves tonight on @espn! (10:30pm/et),155,4,Friday,0,11,19,Evening,0.17391304347826086,"['@stephencurry30 ', '@warriors ', '@timberwolves ']",1,1,1,0,[],False,2018-11-02,13
435599,31847136,2018-11-02 17:52:46,Album,#NBARooks stat leaders... any surprises?? ??,44,0,Friday,0,11,17,Afternoon,0.5,[],0,0,0,0,['#NBARooks '],True,2018-11-02,13
579699,31812793,2018-11-02 03:48:15,Video,"@swipathefox becomes the youngest player in @nbahistory with 31 points, 10 rebounds & 15 assists & records his first career triple-double in @sacramentokings win!",162,3,Friday,0,11,3,Night,0.125,"['@swipathefox ', '@nbahistory ', '@sacramentokings ']",1,1,0,0,[],False,2018-11-02,13
579699,31812793,2018-11-02 03:05:28,Video,@damianlillard finds a way for @trailblazers on @nbaontnt!,58,3,Friday,0,11,3,Night,0.375,"['@damianlillard ', '@trailblazers ']",1,1,0,0,[],False,2018-11-02,13
696642,31812793,2018-11-02 02:49:43,Video,The @celtics knock down a franchise-record 24 3PM to win their 4th straight game & improve to 6-2!,98,1,Friday,0,11,2,Night,0.05555555555555555,['@celtics '],1,0,0,0,[],False,2018-11-02,13
351816,31812793,2018-11-02 01:51:29,Photo,"?? @swipathefox (31p, 15a, 10r) notches his first career triple-double for the @sacramentokings!",96,2,Friday,0,11,1,Night,0.23076923076923078,['@swipathefox '],0,1,0,0,[],False,2018-11-02,13
635486,31812793,2018-11-02 01:42:58,Video,@joelembiid scores a season high 41 points and 13 rebounds to power @sixers to home win!,88,2,Friday,0,11,1,Night,0.125,"['@joelembiid ', '@sixers ']",1,1,0,0,[],False,2018-11-02,13
696642,31812793,2018-11-02 01:31:09,Video,@russwest44 dances inside before finishing the layup!,53,1,Friday,0,11,1,Night,0.14285714285714285,['@russwest44 '],0,1,0,0,[],False,2018-11-02,13
848220,31812793,2018-11-02 01:03:20,Video,@kyrieirving breaks down the defense & finds @gordonhayward!,60,2,Friday,0,11,1,Night,0.25,['@kyrieirving '],0,1,1,0,[],False,2018-11-02,13
756703,31812793,2018-11-02 00:58:58,Video,@larrydn7 with AUTHORITY! ??,28,1,Friday,0,11,0,Night,0.5,['@larrydn7 '],0,1,0,0,[],False,2018-11-02,13
589195,31812793,2018-11-02 00:54:10,Video,@damianlillard gets pregame shots up with a young @trailblazers fan ahead of tip on @nbaontnt (10:30pm/et)! #RipCity #ThisIsWhyWePlay,133,3,Friday,0,11,0,Night,0.2777777777777778,"['@damianlillard ', '@trailblazers ', '@nbaontnt ']",1,1,0,0,['#RipCity '],True,2018-11-02,13
848220,31812793,2018-11-02 00:36:47,Video,@kyrieirving doing @kyrieirving things.,39,2,Friday,0,11,0,Night,0.5,"['@kyrieirving ', '@kyrieirving ']",0,1,1,0,[],False,2018-11-02,13
696642,31812793,2018-11-02 00:10:01,Video,A little help from @stevenadams!,32,1,Friday,0,11,0,Night,0.2,[],0,0,0,0,[],False,2018-11-02,13
